Unnamed: 0,FLIGHTDATE,FLIGHTNO,ORIGIN,DEST,DEPARTUREDATE_ZULU,ARRIVALDATE_ZULU,ORIGINOBSERVATIONTIME,DESTOBSERVATIONTIME,OUT_ZULU,IN_ZULU,DEST_STATION,ORIGIN_STATION
3,20180101,2150,LAX,SAN,2018-01-01 14:02:00+00:00,2018-01-01 15:01:00+00:00,2018-01-01 14:00:00+00:00,2018-01-01 15:51:00+00:00,2018-01-01 19:01:00+00:00,2018-01-01 19:52:00+00:00,72290023188,72295023174
0,20180101,555,SFO,SAN,2018-01-01 15:29:00+00:00,2018-01-01 17:03:00+00:00,2018-01-01 15:56:00+00:00,2018-01-01 17:20:00+00:00,2018-01-01 15:18:00+00:00,2018-01-01 19:27:00+00:00,72290023188,72494023234
1,20180101,418,LAX,SAN,2018-01-01 16:41:00+00:00,2018-01-01 17:45:00+00:00,2018-01-01 16:53:00+00:00,2018-01-01 17:20:00+00:00,2018-01-01 16:39:00+00:00,2018-01-01 18:37:00+00:00,72290023188,72295023174
2,20180101,2422,ORD,OMA,2018-01-02 04:41:00+00:00,2018-01-02 06:14:00+00:00,2018-01-02 04:51:00+00:00,2018-01-02 06:26:00+00:00,2018-01-02 04:44:00+00:00,2018-01-02 06:03:00+00:00,72550014942,72530094846
6,20180102,1032,IAH,PTY,2018-01-02 15:35:00+00:00,2018-01-02 19:40:00+00:00,2018-01-02 15:53:00+00:00,2018-01-02 19:00:00+00:00,2018-01-02 15:41:00+00:00,2018-01-02 22:36:00+00:00,78792099999,72243012960
5,20180102,51,EWR,MAD,2018-01-03 01:15:00+00:00,2018-01-03 08:25:00+00:00,2018-01-03 01:51:00+00:00,2018-01-03 08:00:00+00:00,2018-01-03 01:14:00+00:00,2018-01-03 07:55:00+00:00,08221099999,72502014734
4,20180102,82,EWR,DEL,2018-01-03 02:00:00+00:00,2018-01-03 15:30:00+00:00,2018-01-03 02:51:00+00:00,2018-01-03 15:01:00+00:00,2018-01-03 03:39:00+00:00,,42181099999,72502014734
9,20180103,829,DEN,YVR,2018-01-04 02:00:00+00:00,2018-01-04 05:05:00+00:00,2018-01-04 02:53:00+00:00,2018-01-04 05:00:00+00:00,2018-01-04 03:00:00+00:00,2018-01-04 05:56:00+00:00,71892099999,72565003017
10,20180103,563,ORD,YVR,2018-01-04 01:15:00+00:00,2018-01-04 05:55:00+00:00,2018-01-04 01:51:00+00:00,2018-01-04 05:00:00+00:00,2018-01-04 01:26:00+00:00,2018-01-04 09:05:00+00:00,71892099999,72530094846
8,20180103,678,IAH,YVR,2018-01-04 00:29:00+00:00,2018-01-04 05:29:00+00:00,2018-01-04 00:53:00+00:00,2018-01-04 05:00:00+00:00,2018-01-04 00:26:00+00:00,2018-01-04 05:30:00+00:00,71892099999,72243012960
7,20180103,460,SFO,YVR,2018-01-04 03:38:00+00:00,2018-01-04 06:00:00+00:00,2018-01-04 03:56:00+00:00,2018-01-04 06:00:00+00:00,2018-01-04 03:40:00+00:00,2018-01-04 05:48:00+00:00,71892099999,72494023234
12,20180104,1990,ORD,BZN,2018-01-04 15:05:00+00:00,2018-01-04 18:30:00+00:00,2018-01-04 15:51:00+00:00,2018-01-04 18:14:00+00:00,2018-01-04 15:05:00+00:00,2018-01-04 19:15:00+00:00,72679724132,72530094846
11,20180104,180,HKG,EWR,2018-01-04 03:15:00+00:00,2018-01-04 18:45:00+00:00,2018-01-04 03:00:00+00:00,2018-01-04 18:51:00+00:00,2018-01-04 03:24:00+00:00,2018-01-04 17:29:00+00:00,72502014734,
20,20180105,1126,DEN,ANC,2018-01-05 18:18:00+00:00,2018-01-06 00:04:00+00:00,2018-01-05 18:53:00+00:00,2018-01-06 00:26:00+00:00,2018-01-05 18:16:00+00:00,2018-01-05 23:46:00+00:00,70273026451,72565003017
22,20180105,788,SFO,LAX,2018-01-05 22:58:00+00:00,2018-01-06 00:40:00+00:00,2018-01-05 22:56:00+00:00,2018-01-06 00:53:00+00:00,2018-01-05 22:58:00+00:00,2018-01-06 00:43:00+00:00,72295023174,72494023234
15,20180105,1777,IAH,LAX,2018-01-05 20:37:00+00:00,2018-01-06 00:30:00+00:00,2018-01-05 20:53:00+00:00,2018-01-06 00:53:00+00:00,2018-01-05 20:43:00+00:00,2018-01-06 00:32:00+00:00,72295023174,72243012960
16,20180105,798,SJD,LAX,2018-01-05 22:00:00+00:00,2018-01-06 00:35:00+00:00,2018-01-05 22:45:00+00:00,2018-01-06 00:53:00+00:00,2018-01-05 21:56:00+00:00,2018-01-06 00:31:00+00:00,72295023174,76405699999
17,20180105,580,ORD,LAX,2018-01-05 19:55:00+00:00,2018-01-06 00:24:00+00:00,2018-01-05 19:51:00+00:00,2018-01-06 00:53:00+00:00,2018-01-05 19:59:00+00:00,2018-01-06 00:18:00+00:00,72295023174,72530094846
25,20180105,633,DEN,LAX,2018-01-05 21:38:00+00:00,2018-01-06 00:13:00+00:00,2018-01-05 21:53:00+00:00,2018-01-06 00:53:00+00:00,2018-01-05 21:36:00+00:00,2018-01-06 00:01:00+00:00,72295023174,72565003017
27,20180105,52,IAD,ZRH,2018-01-05 23:00:00+00:00,2018-01-06 06:55:00+00:00,2018-01-05 23:52:00+00:00,2018-01-06 06:20:00+00:00,2018-01-05 23:05:00+00:00,2018-01-06 06:44:00+00:00,06670099999,72403093738
14,20180105,1216,DEN,ANC,2018-01-06 02:00:00+00:00,2018-01-06 07:48:00+00:00,2018-01-06 02:53:00+00:00,2018-01-06 07:53:00+00:00,2018-01-06 01:57:00+00:00,2018-01-06 07:39:00+00:00,70273026451,72565003017
26,20180105,1257,SFO,ANC,2018-01-06 03:35:00+00:00,2018-01-06 08:34:00+00:00,2018-01-06 03:56:00+00:00,2018-01-06 08:53:00+00:00,2018-01-06 03:31:00+00:00,2018-01-06 08:35:00+00:00,70273026451,72494023234
19,20180105,1147,KOA,LAX,2018-01-06 07:40:00+00:00,2018-01-06 12:57:00+00:00,2018-01-06 07:53:00+00:00,2018-01-06 12:04:00+00:00,2018-01-06 07:35:00+00:00,2018-01-06 13:00:00+00:00,72295023174,
23,20180105,1281,OGG,LAX,2018-01-06 08:20:00+00:00,2018-01-06 13:40:00+00:00,2018-01-06 08:54:00+00:00,2018-01-06 13:04:00+00:00,2018-01-06 08:24:00+00:00,2018-01-06 13:54:00+00:00,72295023174,
18,20180105,1292,LIH,LAX,2018-01-06 07:40:00+00:00,2018-01-06 13:07:00+00:00,2018-01-06 07:53:00+00:00,2018-01-06 13:04:00+00:00,2018-01-06 07:39:00+00:00,2018-01-06 12:58:00+00:00,72295023174,
21,20180105,1706,ITO,LAX,2018-01-06 08:00:00+00:00,2018-01-06 13:07:00+00:00,2018-01-06 08:53:00+00:00,2018-01-06 13:04:00+00:00,2018-01-06 07:54:00+00:00,2018-01-06 13:14:00+00:00,72295023174,
13,20180105,534,HNL,LAX,2018-01-06 07:45:00+00:00,2018-01-06 13:01:00+00:00,2018-01-06 07:53:00+00:00,2018-01-06 13:04:00+00:00,2018-01-06 08:07:00+00:00,2018-01-06 13:36:00+00:00,72295023174,
24,20180105,1110,OGG,LAX,2018-01-06 09:05:00+00:00,2018-01-06 14:28:00+00:00,2018-01-06 09:54:00+00:00,2018-01-06 14:53:00+00:00,2018-01-06 09:22:00+00:00,2018-01-06 14:53:00+00:00,72295023174,
28,20180106,840,SYD,LAX,2018-01-06 00:20:00+00:00,2018-01-06 14:10:00+00:00,2018-01-06 00:00:00+00:00,2018-01-06 14:53:00+00:00,2018-01-06 00:27:00+00:00,2018-01-06 13:50:00+00:00,72295023174,94767099999
29,20180106,99,MEL,LAX,2018-01-06 00:25:00+00:00,2018-01-06 14:40:00+00:00,2018-01-06 00:00:00+00:00,2018-01-06 14:53:00+00:00,2018-01-06 00:22:00+00:00,2018-01-06 14:07:00+00:00,72295023174,72204012838
30,20180106,582,PHX,LAX,2018-01-06 13:00:00+00:00,2018-01-06 14:37:00+00:00,2018-01-06 13:51:00+00:00,2018-01-06 14:53:00+00:00,2018-01-06 12:55:00+00:00,2018-01-06 14:24:00+00:00,72295023174,
31,20180106,30,EWR,MUC,2018-01-06 22:30:00+00:00,2018-01-07 06:20:00+00:00,2018-01-06 22:51:00+00:00,2018-01-07 06:20:00+00:00,2018-01-06 22:45:00+00:00,2018-01-07 06:11:00+00:00,10866099999,72502014734
32,20180106,106,IAD,MUC,2018-01-06 22:40:00+00:00,2018-01-07 06:40:00+00:00,2018-01-06 22:52:00+00:00,2018-01-07 06:20:00+00:00,2018-01-06 22:45:00+00:00,2018-01-07 06:30:00+00:00,10866099999,72403093738
34,20180107,1610,SFO,SLC,2018-01-07 20:50:00+00:00,2018-01-07 22:48:00+00:00,2018-01-07 20:56:00+00:00,2018-01-07 22:06:00+00:00,2018-01-07 20:47:00+00:00,2018-01-07 22:46:00+00:00,72572024127,72494023234
37,20180107,521,ORD,SLC,2018-01-07 18:39:00+00:00,2018-01-07 22:19:00+00:00,2018-01-07 18:51:00+00:00,2018-01-07 22:06:00+00:00,2018-01-07 18:40:00+00:00,2018-01-07 22:27:00+00:00,72572024127,72530094846
35,20180107,1134,DEN,SLC,2018-01-07 22:20:00+00:00,2018-01-07 23:58:00+00:00,2018-01-07 22:53:00+00:00,2018-01-07 23:54:00+00:00,2018-01-07 22:22:00+00:00,2018-01-07 23:44:00+00:00,72572024127,72565003017
36,20180107,1747,IAH,SLC,2018-01-08 03:34:00+00:00,2018-01-08 06:59:00+00:00,2018-01-08 03:53:00+00:00,2018-01-08 06:54:00+00:00,2018-01-08 03:57:00+00:00,2018-01-08 07:41:00+00:00,72572024127,72243012960
33,20180107,2170,DEN,SLC,2018-01-08 05:20:00+00:00,2018-01-08 06:57:00+00:00,2018-01-08 05:53:00+00:00,2018-01-08 06:54:00+00:00,2018-01-08 05:14:00+00:00,2018-01-08 06:45:00+00:00,72572024127,72565003017
38,20180108,588,ORD,SLC,2018-01-08 14:55:00+00:00,2018-01-08 18:28:00+00:00,2018-01-08 14:51:00+00:00,2018-01-08 18:54:00+00:00,2018-01-08 14:53:00+00:00,2018-01-08 18:28:00+00:00,72572024127,72530094846
39,20180108,675,DEN,GEG,2018-01-08 18:30:00+00:00,2018-01-08 20:53:00+00:00,2018-01-08 18:53:00+00:00,2018-01-08 20:53:00+00:00,2018-01-08 18:21:00+00:00,2018-01-08 23:14:00+00:00,72785024157,72565003017
44,20180108,501,SFO,CVG,2018-01-08 18:55:00+00:00,2018-01-08 23:24:00+00:00,2018-01-08 18:17:00+00:00,2018-01-08 23:52:00+00:00,2018-01-08 19:24:00+00:00,2018-01-08 23:49:00+00:00,72421093814,72494023234
43,20180108,1717,IAH,JAX,2018-01-09 01:55:00+00:00,2018-01-09 04:03:00+00:00,2018-01-09 01:53:00+00:00,2018-01-09 04:18:00+00:00,2018-01-09 01:55:00+00:00,2018-01-09 04:02:00+00:00,72206013889,72243012960
40,20180108,255,DEN,GEG,2018-01-09 02:20:00+00:00,2018-01-09 04:41:00+00:00,2018-01-09 02:53:00+00:00,2018-01-09 04:53:00+00:00,2018-01-09 03:22:00+00:00,2018-01-09 05:34:00+00:00,72785024157,72565003017
42,20180108,262,SEA,IAD,2018-01-09 07:05:00+00:00,2018-01-09 11:54:00+00:00,2018-01-09 07:53:00+00:00,2018-01-09 11:52:00+00:00,2018-01-09 07:02:00+00:00,2018-01-09 11:38:00+00:00,72403093738,72793024233
41,20180108,860,GRU,IAD,2018-01-09 01:45:00+00:00,2018-01-09 11:20:00+00:00,,2018-01-09 11:52:00+00:00,2018-01-09 02:10:00+00:00,2018-01-09 11:21:00+00:00,72403093738,83075099999
46,20180109,1504,ORD,DCA,2018-01-09 13:00:00+00:00,2018-01-09 14:51:00+00:00,2018-01-09 13:25:00+00:00,2018-01-09 14:01:00+00:00,2018-01-09 12:59:00+00:00,2018-01-09 15:39:00+00:00,72405013743,72530094846
51,20180109,771,ORD,DFW,2018-01-09 13:00:00+00:00,2018-01-09 15:41:00+00:00,2018-01-09 13:25:00+00:00,2018-01-09 15:53:00+00:00,2018-01-09 13:00:00+00:00,2018-01-09 15:19:00+00:00,72259003927,72530094846
50,20180109,217,ORD,DFW,2018-01-09 14:55:00+00:00,2018-01-09 17:36:00+00:00,2018-01-09 14:51:00+00:00,2018-01-09 17:15:00+00:00,2018-01-09 14:49:00+00:00,2018-01-09 17:14:00+00:00,72259003927,72530094846
47,20180109,2393,IAH,YYC,2018-01-09 13:45:00+00:00,2018-01-09 18:15:00+00:00,2018-01-09 13:18:00+00:00,2018-01-09 18:00:00+00:00,2018-01-09 13:43:00+00:00,2018-01-09 18:13:00+00:00,71877099999,72243012960
48,20180109,2085,IAH,MSY,2018-01-10 02:18:00+00:00,2018-01-10 03:30:00+00:00,2018-01-10 02:53:00+00:00,2018-01-10 03:53:00+00:00,2018-01-10 02:15:00+00:00,2018-01-10 03:15:00+00:00,72231012916,72243012960
45,20180109,255,DEN,GEG,2018-01-10 02:20:00+00:00,2018-01-10 04:41:00+00:00,2018-01-10 02:53:00+00:00,2018-01-10 04:53:00+00:00,2018-01-10 02:15:00+00:00,2018-01-10 04:27:00+00:00,72785024157,72565003017
49,20180109,52,IAD,ZRH,2018-01-09 23:00:00+00:00,2018-01-10 06:55:00+00:00,2018-01-09 23:52:00+00:00,2018-01-10 06:20:00+00:00,2018-01-09 22:58:00+00:00,2018-01-10 06:41:00+00:00,06670099999,72403093738
53,20180109,134,EWR,ZRH,2018-01-10 00:05:00+00:00,2018-01-10 07:40:00+00:00,2018-01-10 00:51:00+00:00,2018-01-10 07:20:00+00:00,2018-01-10 00:03:00+00:00,2018-01-10 07:47:00+00:00,06670099999,72502014734
54,20180110,855,LIM,IAH,2018-01-10 06:50:00+00:00,2018-01-10 13:20:00+00:00,,2018-01-10 13:53:00+00:00,2018-01-10 06:48:00+00:00,2018-01-10 13:06:00+00:00,72243012960,
52,20180109,252,HNL,IAH,2018-01-10 06:20:00+00:00,2018-01-10 13:50:00+00:00,2018-01-10 06:53:00+00:00,2018-01-10 13:53:00+00:00,2018-01-10 07:24:00+00:00,2018-01-10 15:10:00+00:00,72243012960,
55,20180110,1238,IAH,MSY,2018-01-10 13:35:00+00:00,2018-01-10 14:47:00+00:00,2018-01-10 13:53:00+00:00,2018-01-10 14:53:00+00:00,2018-01-10 13:27:00+00:00,2018-01-10 14:32:00+00:00,72231012916,72243012960
65,20180111,618,SFO,SEA,2018-01-11 17:50:00+00:00,2018-01-11 20:08:00+00:00,2018-01-11 17:56:00+00:00,2018-01-11 20:21:00+00:00,2018-01-11 17:49:00+00:00,2018-01-11 20:02:00+00:00,72793024233,72494023234
74,20180111,209,SFO,SEA,2018-01-11 18:45:00+00:00,2018-01-11 20:55:00+00:00,2018-01-11 18:56:00+00:00,2018-01-11 20:21:00+00:00,2018-01-11 18:40:00+00:00,2018-01-11 20:50:00+00:00,72793024233,72494023234
73,20180111,438,IAH,SEA,2018-01-11 15:40:00+00:00,2018-01-11 20:30:00+00:00,2018-01-11 15:53:00+00:00,2018-01-11 20:21:00+00:00,2018-01-11 15:38:00+00:00,2018-01-11 20:35:00+00:00,72793024233,72243012960
66,20180111,675,DEN,GEG,2018-01-11 18:30:00+00:00,2018-01-11 20:53:00+00:00,2018-01-11 18:53:00+00:00,2018-01-11 20:53:00+00:00,2018-01-11 18:39:00+00:00,2018-01-11 21:05:00+00:00,72785024157,72565003017
72,20180111,449,ORD,ATL,2018-01-11 19:45:00+00:00,2018-01-11 21:45:00+00:00,2018-01-11 19:23:00+00:00,2018-01-11 21:52:00+00:00,2018-01-11 19:42:00+00:00,2018-01-11 21:43:00+00:00,72219013874,72530094846
64,20180111,1970,EWR,ATL,2018-01-11 19:03:00+00:00,2018-01-11 21:37:00+00:00,2018-01-11 19:51:00+00:00,2018-01-11 21:52:00+00:00,2018-01-11 18:58:00+00:00,2018-01-11 21:25:00+00:00,72219013874,72502014734
68,20180111,1949,DEN,ATL,2018-01-11 19:37:00+00:00,2018-01-11 22:30:00+00:00,2018-01-11 19:53:00+00:00,2018-01-11 22:52:00+00:00,2018-01-11 20:11:00+00:00,2018-01-11 22:50:00+00:00,72219013874,72565003017
61,20180111,568,EWR,ATL,2018-01-11 21:18:00+00:00,2018-01-11 23:52:00+00:00,2018-01-11 21:51:00+00:00,2018-01-11 23:52:00+00:00,2018-01-11 21:14:00+00:00,2018-01-11 23:59:00+00:00,72219013874,72502014734
63,20180111,575,SFO,ATL,2018-01-11 18:40:00+00:00,2018-01-11 23:21:00+00:00,2018-01-11 18:56:00+00:00,2018-01-11 23:52:00+00:00,2018-01-11 19:23:00+00:00,2018-01-12 00:02:00+00:00,72219013874,72494023234
56,20180111,1245,EWR,ATL,2018-01-11 23:03:00+00:00,2018-01-12 01:36:00+00:00,2018-01-11 23:51:00+00:00,2018-01-12 01:25:00+00:00,2018-01-11 22:58:00+00:00,2018-01-12 01:29:00+00:00,72219013874,72502014734
69,20180111,1001,IAH,ATL,2018-01-12 01:40:00+00:00,2018-01-12 03:40:00+00:00,2018-01-12 01:53:00+00:00,2018-01-12 03:52:00+00:00,2018-01-12 04:57:00+00:00,2018-01-12 06:52:00+00:00,72219013874,72243012960
76,20180111,1044,IAD,BDL,2018-01-12 03:15:00+00:00,2018-01-12 04:37:00+00:00,2018-01-12 03:52:00+00:00,2018-01-12 04:05:00+00:00,2018-01-12 03:17:00+00:00,2018-01-12 04:57:00+00:00,72508014740,72403093738
57,20180111,1887,DEN,BDL,2018-01-12 00:54:00+00:00,2018-01-12 04:32:00+00:00,2018-01-12 00:53:00+00:00,2018-01-12 04:05:00+00:00,2018-01-12 00:50:00+00:00,2018-01-12 04:38:00+00:00,72508014740,72565003017
75,20180111,754,DEN,TPA,2018-01-12 01:15:00+00:00,2018-01-12 04:34:00+00:00,2018-01-12 01:53:00+00:00,2018-01-12 04:21:00+00:00,2018-01-12 01:13:00+00:00,2018-01-12 04:45:00+00:00,72211012842,72565003017
59,20180111,1789,IAH,TPA,2018-01-12 02:05:00+00:00,2018-01-12 04:15:00+00:00,2018-01-12 02:53:00+00:00,2018-01-12 04:21:00+00:00,2018-01-12 02:08:00+00:00,2018-01-12 04:13:00+00:00,72211012842,72243012960
71,20180111,1983,EWR,TPA,2018-01-12 01:09:00+00:00,2018-01-12 04:13:00+00:00,2018-01-12 01:51:00+00:00,2018-01-12 04:21:00+00:00,2018-01-12 01:00:00+00:00,2018-01-12 03:38:00+00:00,72211012842,72502014734
58,20180111,255,DEN,GEG,2018-01-12 02:20:00+00:00,2018-01-12 04:41:00+00:00,2018-01-12 02:53:00+00:00,2018-01-12 04:53:00+00:00,2018-01-12 02:26:00+00:00,2018-01-12 04:53:00+00:00,72785024157,72565003017
60,20180111,64,EWR,LIS,2018-01-12 01:20:00+00:00,2018-01-12 08:10:00+00:00,2018-01-12 01:51:00+00:00,2018-01-12 08:00:00+00:00,2018-01-12 01:15:00+00:00,2018-01-12 08:06:00+00:00,08536099999,72502014734
62,20180111,1281,OGG,LAX,2018-01-12 07:55:00+00:00,2018-01-12 13:18:00+00:00,2018-01-12 07:54:00+00:00,2018-01-12 13:53:00+00:00,2018-01-12 07:53:00+00:00,2018-01-12 13:07:00+00:00,72295023174,
70,20180111,534,HNL,LAX,2018-01-12 07:45:00+00:00,2018-01-12 13:01:00+00:00,2018-01-12 07:53:00+00:00,2018-01-12 13:53:00+00:00,2018-01-12 07:44:00+00:00,2018-01-12 12:57:00+00:00,72295023174,
67,20180111,1706,ITO,LAX,2018-01-12 08:00:00+00:00,2018-01-12 13:07:00+00:00,2018-01-12 08:00:00+00:00,2018-01-12 13:53:00+00:00,2018-01-12 07:52:00+00:00,2018-01-12 13:25:00+00:00,72295023174,
80,20180112,1187,ORD,LGA,2018-01-12 12:00:00+00:00,2018-01-12 14:06:00+00:00,2018-01-12 12:51:00+00:00,2018-01-12 14:51:00+00:00,2018-01-12 11:53:00+00:00,2018-01-12 14:20:00+00:00,72503014732,72530094846
79,20180112,1106,SFO,SNA,2018-01-12 14:50:00+00:00,2018-01-12 16:28:00+00:00,2018-01-12 14:56:00+00:00,2018-01-12 16:53:00+00:00,2018-01-12 15:01:00+00:00,2018-01-12 16:25:00+00:00,72297793184,72494023234
77,20180112,265,DEN,SNA,2018-01-12 15:00:00+00:00,2018-01-12 17:29:00+00:00,2018-01-12 15:53:00+00:00,2018-01-12 17:11:00+00:00,2018-01-12 14:53:00+00:00,2018-01-12 18:32:00+00:00,72297793184,72565003017
86,20180112,675,DEN,GEG,2018-01-12 18:30:00+00:00,2018-01-12 20:53:00+00:00,2018-01-12 18:53:00+00:00,2018-01-12 20:53:00+00:00,2018-01-12 18:26:00+00:00,2018-01-12 21:12:00+00:00,72785024157,72565003017
95,20180112,1254,IAH,LGA,2018-01-12 18:33:00+00:00,2018-01-12 21:59:00+00:00,2018-01-12 18:53:00+00:00,2018-01-12 21:51:00+00:00,2018-01-12 20:09:00+00:00,2018-01-12 23:36:00+00:00,72503014732,72243012960
89,20180112,303,DEN,LGA,2018-01-12 17:18:00+00:00,2018-01-12 21:00:00+00:00,2018-01-12 17:53:00+00:00,2018-01-12 21:51:00+00:00,2018-01-12 18:11:00+00:00,2018-01-12 22:14:00+00:00,72503014732,72565003017
91,20180112,1741,ORD,LGA,2018-01-12 19:00:00+00:00,2018-01-12 21:14:00+00:00,2018-01-12 19:51:00+00:00,2018-01-12 21:51:00+00:00,2018-01-12 21:44:00+00:00,2018-01-13 00:09:00+00:00,72503014732,72530094846
85,20180112,1850,ORD,CLE,2018-01-12 20:51:00+00:00,2018-01-12 22:10:00+00:00,2018-01-12 20:20:00+00:00,2018-01-12 22:07:00+00:00,2018-01-12 21:09:00+00:00,2018-01-12 22:22:00+00:00,72524014820,72530094846
93,20180112,509,ORD,LGA,2018-01-12 20:02:00+00:00,2018-01-12 22:17:00+00:00,2018-01-12 20:20:00+00:00,2018-01-12 22:51:00+00:00,2018-01-12 22:53:00+00:00,2018-01-13 01:19:00+00:00,72503014732,72530094846
83,20180112,556,DEN,LGA,2018-01-12 18:26:00+00:00,2018-01-12 22:10:00+00:00,2018-01-12 18:53:00+00:00,2018-01-12 22:51:00+00:00,2018-01-12 19:51:00+00:00,2018-01-12 23:40:00+00:00,72503014732,72565003017
92,20180112,596,DEN,LGA,2018-01-12 19:40:00+00:00,2018-01-12 23:19:00+00:00,2018-01-12 19:53:00+00:00,2018-01-12 23:26:00+00:00,2018-01-12 20:16:00+00:00,2018-01-13 00:24:00+00:00,72503014732,72565003017
88,20180112,1410,IAH,LGA,2018-01-12 20:35:00+00:00,2018-01-13 00:05:00+00:00,2018-01-12 20:53:00+00:00,2018-01-13 00:17:00+00:00,2018-01-12 21:52:00+00:00,2018-01-13 01:10:00+00:00,72503014732,72243012960
81,20180112,950,IAD,BRU,2018-01-12 23:00:00+00:00,2018-01-13 06:15:00+00:00,2018-01-12 23:52:00+00:00,2018-01-13 06:20:00+00:00,2018-01-12 23:00:00+00:00,2018-01-13 06:24:00+00:00,06451099999,72403093738
82,20180112,677,EWR,SAN,2018-01-13 00:30:00+00:00,2018-01-13 06:42:00+00:00,2018-01-13 00:02:00+00:00,2018-01-13 06:20:00+00:00,2018-01-13 00:44:00+00:00,2018-01-13 06:30:00+00:00,72290023188,72502014734
84,20180112,999,EWR,BRU,2018-01-12 23:40:00+00:00,2018-01-13 07:05:00+00:00,2018-01-12 23:51:00+00:00,2018-01-13 07:20:00+00:00,2018-01-13 00:00:00+00:00,2018-01-13 07:22:00+00:00,06451099999,72502014734
94,20180112,972,ORD,BRU,2018-01-13 00:00:00+00:00,2018-01-13 07:50:00+00:00,2018-01-13 00:51:00+00:00,2018-01-13 07:20:00+00:00,2018-01-13 00:12:00+00:00,2018-01-13 07:50:00+00:00,06451099999,72530094846
87,20180112,909,ORD,AMS,2018-01-13 00:05:00+00:00,2018-01-13 08:20:00+00:00,2018-01-13 00:51:00+00:00,2018-01-13 08:25:00+00:00,2018-01-13 00:13:00+00:00,2018-01-13 08:15:00+00:00,06240099999,72530094846
78,20180112,2162,SFO,EUG,2018-01-13 06:45:00+00:00,2018-01-13 08:23:00+00:00,2018-01-13 06:56:00+00:00,2018-01-13 08:50:00+00:00,2018-01-13 06:37:00+00:00,2018-01-13 08:19:00+00:00,72693024221,72494023234
90,20180112,2081,SFO,SMF,2018-01-13 07:15:00+00:00,2018-01-13 08:09:00+00:00,2018-01-13 07:56:00+00:00,2018-01-13 08:53:00+00:00,2018-01-13 07:09:00+00:00,2018-01-13 08:17:00+00:00,72483993225,72494023234
96,20180113,255,DEN,GEG,2018-01-14 02:20:00+00:00,2018-01-14 04:41:00+00:00,2018-01-14 02:53:00+00:00,2018-01-14 04:53:00+00:00,2018-01-14 02:14:00+00:00,2018-01-14 04:28:00+00:00,72785024157,72565003017
97,20180114,287,ORD,YVR,2018-01-14 15:34:00+00:00,2018-01-14 20:14:00+00:00,2018-01-14 15:51:00+00:00,2018-01-14 20:20:00+00:00,2018-01-14 15:30:00+00:00,2018-01-14 20:24:00+00:00,71892099999,72530094846
98,20180115,2025,SFO,FAT,2018-01-16 06:40:00+00:00,2018-01-16 07:39:00+00:00,2018-01-16 06:56:00+00:00,2018-01-16 07:17:00+00:00,2018-01-16 06:36:00+00:00,2018-01-16 07:41:00+00:00,72389093193,72494023234
99,20180115,1281,OGG,LAX,2018-01-16 07:55:00+00:00,2018-01-16 13:18:00+00:00,2018-01-16 07:54:00+00:00,2018-01-16 13:04:00+00:00,2018-01-16 07:47:00+00:00,2018-01-16 13:10:00+00:00,72295023174,
100,20180115,534,HNL,LAX,2018-01-16 07:45:00+00:00,2018-01-16 13:01:00+00:00,2018-01-16 07:53:00+00:00,2018-01-16 13:04:00+00:00,2018-01-16 07:37:00+00:00,2018-01-16 12:46:00+00:00,72295023174,
101,20180115,1706,ITO,LAX,2018-01-16 08:00:00+00:00,2018-01-16 13:07:00+00:00,2018-01-16 08:53:00+00:00,2018-01-16 13:04:00+00:00,2018-01-16 07:48:00+00:00,2018-01-16 13:02:00+00:00,72295023174,
103,20180116,255,DEN,GEG,2018-01-17 02:20:00+00:00,2018-01-17 04:41:00+00:00,2018-01-17 02:53:00+00:00,2018-01-17 04:00:00+00:00,2018-01-17 02:12:00+00:00,2018-01-17 04:20:00+00:00,72785024157,72565003017
102,20180116,2081,SFO,SMF,2018-01-17 07:15:00+00:00,2018-01-17 08:09:00+00:00,2018-01-17 07:56:00+00:00,2018-01-17 08:18:00+00:00,2018-01-17 07:07:00+00:00,2018-01-17 07:44:00+00:00,72483993225,72494023234
106,20180117,1629,EWR,BOS,2018-01-17 11:50:00+00:00,2018-01-17 13:02:00+00:00,2018-01-17 11:51:00+00:00,2018-01-17 13:23:00+00:00,2018-01-17 11:48:00+00:00,2018-01-17 13:16:00+00:00,72509014739,72502014734
105,20180117,2112,ORD,RDU,2018-01-17 16:30:00+00:00,2018-01-17 18:30:00+00:00,2018-01-17 16:51:00+00:00,2018-01-17 18:51:00+00:00,2018-01-17 16:47:00+00:00,2018-01-17 19:01:00+00:00,72306013722,72530094846
104,20180117,2020,EWR,RDU,2018-01-17 18:27:00+00:00,2018-01-17 20:12:00+00:00,2018-01-17 18:51:00+00:00,2018-01-17 20:51:00+00:00,2018-01-17 18:26:00+00:00,2018-01-17 20:22:00+00:00,72306013722,72502014734
107,20180117,425,EWR,RDU,2018-01-17 19:48:00+00:00,2018-01-17 21:32:00+00:00,2018-01-17 19:51:00+00:00,2018-01-17 21:51:00+00:00,2018-01-17 21:37:00+00:00,2018-01-17 23:44:00+00:00,72306013722,72502014734
